chunk_id,source,district,market_segment,property_type,year,n_transactions,median_psf,text
ura_d20_executive_condominium_2023,ura_transaction,20,RCR,Executive Condominium,2023,9,1489.0,"URA Private Residential — District 20 | Executive Condominium | RCR | 2023
Transactions: 9
Median transacted price: SGD 2,100,000
Median price per sqft (PSF): SGD 1,489
Median area: 1399 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2024,ura_transaction,20,RCR,Executive Condominium,2024,9,1611.0,"URA Private Residential — District 20 | Executive Condominium | RCR | 2024
Transactions: 9
Median transacted price: SGD 1,980,000
Median price per sqft (PSF): SGD 1,611
Median area: 1184 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2025,ura_transaction,20,RCR,Executive Condominium,2025,12,1689.5,"URA Private Residential — District 20 | Executive Condominium | RCR | 2025
Transactions: 12
Median transacted price: SGD 2,390,044
Median price per sqft (PSF): SGD 1,690
Median area: 1384 sqft
Resale share: 100%
"
ura_d21_apartment_2021,ura_transaction,21,RCR,Apartment,2021,296,1818.5,"URA Private Residential — District 21 | Apartment | RCR | 2021
Transactions: 296
Median transacted price: SGD 1,464,500
Median price per sqft (PSF): SGD 1,818
Median area: 743 sqft
Resale share: 15%
"
ura_d21_apartment_2022,ura_transaction,21,RCR,Apartment,2022,228,1889.5,"URA Private Residential — District 21 | Apartment | RCR | 2022
Transactions: 228
Median transacted price: SGD 1,599,000
Median price per sqft (PSF): SGD 1,890
Median area: 743 sqft
Resale share: 27%
"
ura_d21_apartment_2023,ura_transaction,21,RCR,Apartment,2023,756,2452.0,"URA Private Residential — District 21 | Apartment | RCR | 2023
Transactions: 756
Median transacted price: SGD 1,806,374
Median price per sqft (PSF): SGD 2,452
Median area: 721 sqft
Resale share: 8%
"
ura_d21_apartment_2024,ura_transaction,21,RCR,Apartment,2024,170,2174.5,"URA Private Residential — District 21 | Apartment | RCR | 2024
Transactions: 170
Median transacted price: SGD 1,755,000
Median price per sqft (PSF): SGD 2,174
Median area: 893 sqft
Resale share: 36%
"
ura_d21_apartment_2025,ura_transaction,21,RCR,Apartment,2025,130,1992.0,"URA Private Residential — District 21 | Apartment | RCR | 2025
Transactions: 130
Median transacted price: SGD 1,507,500
Median price per sqft (PSF): SGD 1,992
Median area: 721 sqft
Resale share: 66%
"
ura_d21_apartment_2026,ura_transaction,21,RCR,Apartment,2026,15,1893.0,"URA Private Residential — District 21 | Apartment | RCR | 2026
Transactions: 15
Median transacted price: SGD 1,360,000
Median price per sqft (PSF): SGD 1,893
Median area: 721 sqft
Resale share: 93%
"
ura_d21_condominium_2021,ura_transaction,21,OCR,Condominium,2021,291,1807.0,"URA Private Residential — District 21 | Condominium | OCR | 2021
Transactions: 291
Median transacted price: SGD 1,688,888
Median price per sqft (PSF): SGD 1,807
Median area: 980 sqft
Resale share: 34%
"
ura_d21_condominium_2022,ura_transaction,21,OCR,Condominium,2022,213,1867.0,"URA Private Residential — District 21 | Condominium | OCR | 2022
Transactions: 213
Median transacted price: SGD 1,909,000
Median price per sqft (PSF): SGD 1,867
Median area: 1109 sqft
Resale share: 45%
"
ura_d21_condominium_2023,ura_transaction,21,OCR,Condominium,2023,99,1584.0,"URA Private Residential — District 21 | Condominium | OCR | 2023
Transactions: 99
Median transacted price: SGD 2,050,000
Median price per sqft (PSF): SGD 1,584
Median area: 1270 sqft
Resale share: 81%
"
ura_d21_condominium_2024,ura_transaction,21,OCR,Condominium,2024,129,1641.0,"URA Private Residential — District 21 | Condominium | OCR | 2024
Transactions: 129
Median transacted price: SGD 1,990,000
Median price per sqft (PSF): SGD 1,641
Median area: 1249 sqft
Resale share: 77%
"
ura_d21_condominium_2025,ura_transaction,21,OCR,Condominium,2025,142,1719.5,"URA Private Residential — District 21 | Condominium | OCR | 2025
Transactions: 142
Median transacted price: SGD 2,095,000
Median price per sqft (PSF): SGD 1,720
Median area: 1206 sqft
Resale share: 70%
"
ura_d21_condominium_2026,ura_transaction,21,OCR,Condominium,2026,36,1786.0,"URA Private Residential — District 21 | Condominium | OCR | 2026
Transactions: 36
Median transacted price: SGD 1,989,000
Median price per sqft (PSF): SGD 1,786
Median area: 1157 sqft
Resale share: 64%
"
ura_d21_condominium_2021,ura_transaction,21,RCR,Condominium,2021,231,1659.0,"URA Private Residential — District 21 | Condominium | RCR | 2021
Transactions: 231
Median transacted price: SGD 1,700,000
Median price per sqft (PSF): SGD 1,659
Median area: 1130 sqft
Resale share: 76%
"
ura_d21_condominium_2022,ura_transaction,21,RCR,Condominium,2022,261,1785.0,"URA Private Residential — District 21 | Condominium | RCR | 2022
Transactions: 261
Median transacted price: SGD 1,917,000
Median price per sqft (PSF): SGD 1,785
Median area: 1227 sqft
Resale share: 79%
"
ura_d21_condominium_2023,ura_transaction,21,RCR,Condominium,2023,384,2161.5,"URA Private Residential — District 21 | Condominium | RCR | 2023
Transactions: 384
Median transacted price: SGD 1,873,500
Median price per sqft (PSF): SGD 2,162
Median area: 969 sqft
Resale share: 47%
"
ura_d21_condominium_2024,ura_transaction,21,RCR,Condominium,2024,903,2434.0,"URA Private Residential — District 21 | Condominium | RCR | 2024
Transactions: 903
Median transacted price: SGD 2,018,400
Median price per sqft (PSF): SGD 2,434
Median area: 947 sqft
Resale share: 26%
"
ura_d21_condominium_2025,ura_transaction,21,RCR,Condominium,2025,586,2391.0,"URA Private Residential — District 21 | Condominium | RCR | 2025
Transactions: 586
Median transacted price: SGD 2,520,450
Median price per sqft (PSF): SGD 2,391
Median area: 1216 sqft
Resale share: 41%
"
ura_d21_condominium_2026,ura_transaction,21,RCR,Condominium,2026,160,2353.0,"URA Private Residential — District 21 | Condominium | RCR | 2026
Transactions: 160
Median transacted price: SGD 2,801,056
Median price per sqft (PSF): SGD 2,353
Median area: 1216 sqft
Resale share: 39%
"
ura_d22_apartment_2021,ura_transaction,22,OCR,Apartment,2021,28,1139.0,"URA Private Residential — District 22 | Apartment | OCR | 2021
Transactions: 28
Median transacted price: SGD 1,280,000
Median price per sqft (PSF): SGD 1,139
Median area: 1286 sqft
Resale share: 100%
"
ura_d22_apartment_2022,ura_transaction,22,OCR,Apartment,2022,34,1250.0,"URA Private Residential — District 22 | Apartment | OCR | 2022
Transactions: 34
Median transacted price: SGD 1,470,000
Median price per sqft (PSF): SGD 1,250
Median area: 1238 sqft
Resale share: 100%
"
ura_d22_apartment_2023,ura_transaction,22,OCR,Apartment,2023,436,2400.5,"URA Private Residential — District 22 | Apartment | OCR | 2023
Transactions: 436
Median transacted price: SGD 1,869,500
Median price per sqft (PSF): SGD 2,400
Median area: 818 sqft
Resale share: 4%
"
ura_d22_apartment_2024,ura_transaction,22,OCR,Apartment,2024,267,2183.0,"URA Private Residential — District 22 | Apartment | OCR | 2024
Transactions: 267
Median transacted price: SGD 1,621,000
Median price per sqft (PSF): SGD 2,183
Median area: 732 sqft
Resale share: 6%
"
ura_d22_apartment_2025,ura_transaction,22,OCR,Apartment,2025,172,2227.5,"URA Private Residential — District 22 | Apartment | OCR | 2025
Transactions: 172
Median transacted price: SGD 2,118,000
Median price per sqft (PSF): SGD 2,228
Median area: 1066 sqft
Resale share: 13%
"
ura_d22_apartment_2026,ura_transaction,22,OCR,Apartment,2026,46,2278.5,"URA Private Residential — District 22 | Apartment | OCR | 2026
Transactions: 46
Median transacted price: SGD 2,299,800
Median price per sqft (PSF): SGD 2,278
Median area: 1104 sqft
Resale share: 13%
"
ura_d22_condominium_2021,ura_transaction,22,OCR,Condominium,2021,261,1203.0,"URA Private Residential — District 22 | Condominium | OCR | 2021
Transactions: 261
Median transacted price: SGD 1,180,000
Median price per sqft (PSF): SGD 1,203
Median area: 1076 sqft
Resale share: 100%
"
ura_d22_condominium_2022,ura_transaction,22,OCR,Condominium,2022,315,1276.0,"URA Private Residential — District 22 | Condominium | OCR | 2022
Transactions: 315
Median transacted price: SGD 1,300,000
Median price per sqft (PSF): SGD 1,276
Median area: 1044 sqft
Resale share: 100%
"
ura_d22_condominium_2023,ura_transaction,22,OCR,Condominium,2023,208,1379.0,"URA Private Residential — District 22 | Condominium | OCR | 2023
Transactions: 208
Median transacted price: SGD 1,422,500
Median price per sqft (PSF): SGD 1,379
Median area: 1071 sqft
Resale share: 100%
"
ura_d22_condominium_2024,ura_transaction,22,OCR,Condominium,2024,253,1452.0,"URA Private Residential — District 22 | Condominium | OCR | 2024
Transactions: 253
Median transacted price: SGD 1,500,000
Median price per sqft (PSF): SGD 1,452
Median area: 1109 sqft
Resale share: 100%
"
ura_d22_condominium_2025,ura_transaction,22,OCR,Condominium,2025,252,1575.5,"URA Private Residential — District 22 | Condominium | OCR | 2025
Transactions: 252
Median transacted price: SGD 1,524,000
Median price per sqft (PSF): SGD 1,576
Median area: 1076 sqft
Resale share: 100%
"
ura_d22_condominium_2026,ura_transaction,22,OCR,Condominium,2026,78,1562.0,"URA Private Residential — District 22 | Condominium | OCR | 2026
Transactions: 78
Median transacted price: SGD 1,583,444
Median price per sqft (PSF): SGD 1,562
Median area: 1092 sqft
Resale share: 100%
"
ura_d22_executive_condominium_2021,ura_transaction,22,OCR,Executive Condominium,2021,47,736.0,"URA Private Residential — District 22 | Executive Condominium | OCR | 2021
Transactions: 47
Median transacted price: SGD 980,000
Median price per sqft (PSF): SGD 736
Median area: 1292 sqft
Resale share: 100%
"
ura_d22_executive_condominium_2022,ura_transaction,22,OCR,Executive Condominium,2022,152,1119.5,"URA Private Residential — District 22 | Executive Condominium | OCR | 2022
Transactions: 152
Median transacted price: SGD 1,205,000
Median price per sqft (PSF): SGD 1,120
Median area: 1195 sqft
Resale share: 100%
"
ura_d22_executive_condominium_2023,ura_transaction,22,OCR,Executive Condominium,2023,134,1171.0,"URA Private Residential — District 22 | Executive Condominium | OCR | 2023
Transactions: 134
Median transacted price: SGD 1,285,000
Median price per sqft (PSF): SGD 1,171
Median area: 1195 sqft
Resale share: 100%
"
ura_d22_executive_condominium_2024,ura_transaction,22,OCR,Executive Condominium,2024,86,1234.0,"URA Private Residential — District 22 | Executive Condominium | OCR | 2024
Transactions: 86
Median transacted price: SGD 1,380,000
Median price per sqft (PSF): SGD 1,234
Median area: 1249 sqft
Resale share: 100%
"
ura_d22_executive_condominium_2025,ura_transaction,22,OCR,Executive Condominium,2025,108,1288.0,"URA Private Residential — District 22 | Executive Condominium | OCR | 2025
Transactions: 108
Median transacted price: SGD 1,432,500
Median price per sqft (PSF): SGD 1,288
Median area: 1216 sqft
Resale share: 100%
"
ura_d22_executive_condominium_2026,ura_transaction,22,OCR,Executive Condominium,2026,24,1419.0,"URA Private Residential — District 22 | Executive Condominium | OCR | 2026
Transactions: 24
Median transacted price: SGD 1,509,444
Median price per sqft (PSF): SGD 1,419
Median area: 1195 sqft
Resale share: 100%
"
ura_d23_apartment_2021,ura_transaction,23,OCR,Apartment,2021,456,1566.5,"URA Private Residential — District 23 | Apartment | OCR | 2021
Transactions: 456
Median transacted price: SGD 1,199,750
Median price per sqft (PSF): SGD 1,566
Median area: 764 sqft
Resale share: 34%
"
ura_d23_apartment_2022,ura_transaction,23,OCR,Apartment,2022,356,1517.5,"URA Private Residential — District 23 | Apartment | OCR | 2022
Transactions: 356
Median transacted price: SGD 1,189,000
Median price per sqft (PSF): SGD 1,518
Median area: 764 sqft
Resale share: 62%
"
ura_d23_apartment_2023,ura_transaction,23,OCR,Apartment,2023,259,1546.0,"URA Private Residential — District 23 | Apartment | OCR | 2023
Transactions: 259
Median transacted price: SGD 1,130,000
Median price per sqft (PSF): SGD 1,546
Median area: 753 sqft
Resale share: 79%
"
ura_d23_apartment_2024,ura_transaction,23,OCR,Apartment,2024,249,1519.0,"URA Private Residential — District 23 | Apartment | OCR | 2024
Transactions: 249
Median transacted price: SGD 1,155,000
Median price per sqft (PSF): SGD 1,519
Median area: 850 sqft
Resale share: 82%
"
ura_d23_apartment_2025,ura_transaction,23,OCR,Apartment,2025,270,1593.0,"URA Private Residential — District 23 | Apartment | OCR | 2025
Transactions: 270
Median transacted price: SGD 1,224,406
Median price per sqft (PSF): SGD 1,593
Median area: 866 sqft
Resale share: 76%
"
ura_d23_apartment_2026,ura_transaction,23,OCR,Apartment,2026,141,2045.0,"URA Private Residential — District 23 | Apartment | OCR | 2026
Transactions: 141
Median transacted price: SGD 1,417,000
Median price per sqft (PSF): SGD 2,045
Median area: 721 sqft
Resale share: 40%
"
ura_d23_condominium_2021,ura_transaction,23,OCR,Condominium,2021,744,1411.0,"URA Private Residential — District 23 | Condominium | OCR | 2021
Transactions: 744
Median transacted price: SGD 1,208,000
Median price per sqft (PSF): SGD 1,411
Median area: 904 sqft
Resale share: 53%
"
ura_d23_condominium_2022,ura_transaction,23,OCR,Condominium,2022,517,1278.0,"URA Private Residential — District 23 | Condominium | OCR | 2022
Transactions: 517
Median transacted price: SGD 1,280,000
Median price per sqft (PSF): SGD 1,278
Median area: 1130 sqft
Resale share: 85%
"
ura_d23_condominium_2023,ura_transaction,23,OCR,Condominium,2023,740,1603.5,"URA Private Residential — District 23 | Condominium | OCR | 2023
Transactions: 740
Median transacted price: SGD 1,460,000
Median price per sqft (PSF): SGD 1,604
Median area: 990 sqft
Resale share: 55%
"
ura_d23_condominium_2024,ura_transaction,23,OCR,Condominium,2024,884,1839.0,"URA Private Residential — District 23 | Condominium | OCR | 2024
Transactions: 884
Median transacted price: SGD 1,849,400
Median price per sqft (PSF): SGD 1,839
Median area: 1033 sqft
Resale share: 51%
"
ura_d23_condominium_2025,ura_transaction,23,OCR,Condominium,2025,524,1547.5,"URA Private Residential — District 23 | Condominium | OCR | 2025
Transactions: 524
Median transacted price: SGD 1,600,000
Median price per sqft (PSF): SGD 1,548
Median area: 1163 sqft
Resale share: 85%
"
ura_d23_condominium_2026,ura_transaction,23,OCR,Condominium,2026,128,1522.0,"URA Private Residential — District 23 | Condominium | OCR | 2026
Transactions: 128
Median transacted price: SGD 1,500,000
Median price per sqft (PSF): SGD 1,522
Median area: 1130 sqft
Resale share: 90%
"
ura_d23_condominium_2021,ura_transaction,23,RCR,Condominium,2021,8,1213.0,"URA Private Residential — District 23 | Condominium | RCR | 2021
Transactions: 8
Median transacted price: SGD 2,415,000
Median price per sqft (PSF): SGD 1,213
Median area: 2029 sqft
Resale share: 100%
"
ura_d23_condominium_2022,ura_transaction,23,RCR,Condominium,2022,4,1229.5,"URA Private Residential — District 23 | Condominium | RCR | 2022
Transactions: 4
Median transacted price: SGD 2,115,000
Median price per sqft (PSF): SGD 1,230
Median area: 1716 sqft
Resale share: 100%
"
ura_d23_condominium_2023,ura_transaction,23,RCR,Condominium,2023,5,1524.0,"URA Private Residential — District 23 | Condominium | RCR | 2023
Transactions: 5
Median transacted price: SGD 2,100,000
Median price per sqft (PSF): SGD 1,524
Median area: 1378 sqft
Resale share: 100%
"
ura_d23_condominium_2024,ura_transaction,23,RCR,Condominium,2024,6,1406.5,"URA Private Residential — District 23 | Condominium | RCR | 2024
Transactions: 6
Median transacted price: SGD 3,225,000
Median price per sqft (PSF): SGD 1,406
Median area: 2298 sqft
Resale share: 100%
"
ura_d23_condominium_2025,ura_transaction,23,RCR,Condominium,2025,4,1672.5,"URA Private Residential — District 23 | Condominium | RCR | 2025
Transactions: 4
Median transacted price: SGD 2,650,000
Median price per sqft (PSF): SGD 1,672
Median area: 1561 sqft
Resale share: 100%
"
ura_d23_executive_condominium_2021,ura_transaction,23,OCR,Executive Condominium,2021,84,1024.5,"URA Private Residential — District 23 | Executive Condominium | OCR | 2021
Transactions: 84
Median transacted price: SGD 1,039,000
Median price per sqft (PSF): SGD 1,024
Median area: 1055 sqft
Resale share: 100%
"
